"","B.Code","A.Level.Name","Out.WG.Start","Out.WG.Unit"
"2200","NN0021","GHMB",27,"kg"
"2201","NN0021","GHWB",27,"kg"
"2202","NN0022","0g/day",28.5,"kg"
"2203","NN0022","150g/day",28.8,"kg"
"2204","NN0022","300g/day",28.7,"kg"
"2205","NN0022","450g/day",28.4,"kg"
"2206","NN0034","UNTS",32.7,"kg"
"2207","NN0034","UNTS + CS",32.7,"kg"
"2208","NN0034","UTS",32.7,"kg"
"2209","NN0061","Combretum 120 min",23.8,"kg"
"2210","NN0061","Combretum 60 min",23.8,"kg"
"2211","NN0061","Ziziphus 120 min",23.8,"kg"
"2212","NN0061","Ziziphus 60 min",23.8,"kg"
"2213","NN0080","T1",18.1,"kg"
"2214","NN0080","T2",18.8,"kg"
"2215","NN0080","T3",18.8,"kg"
"2216","NN0081","C",18.5,"kg"
"2217","NN0081","OC-FB-0.25C",18.5,"kg"
"2218","NN0081","OC-FB-0.5C",18.5,"kg"
"2219","NN0081","TP-FB-0.25C",18.5,"kg"
"2220","NN0081","TP-FB-0.5C",18.5,"kg"
"2221","NN0083","Barley Concentrate CON",25.9,"kg"
"2222","NN0083","Cactus Concentrate",19.3,"kg"
"2223","NN0085","U0",21.43,"kg"
"2224","NN0085","U1",21.42,"kg"
"2225","NN0085","U2",21.47,"kg"
"2226","NN0085","U3",21.38,"kg"
"2227","NN0092.2","C130",17.4,"kg"
"2228","NN0092.2","C260",17.4,"kg"
"2229","NN0098","A 0 CON",0.00215,"kg"
"2230","NN0098","A 10",0.00216,"kg"
"2231","NN0098","A 20",0.00216,"kg"
"2232","NN0098","A 30",0.00216,"kg"
"2233","NN0101","B",18.7,"kg"
"2234","NN0101","B-PEG",18.7,"kg"
"2235","NN0101","Control",18.7,"kg"
"2236","NN0107.2","Base",35.55,"kg"
"2237","NN0108","CON D NO PKM",0.5628,"kg"
"2238","NN0108","Envoy PKM",0.49585,"kg"
"2239","NN0108","Okomu PKM",0.54735,"kg"
"2240","NN0108","Presco PKM",0.54945,"kg"
"2241","NN0109.1","C-0",0.0168,"kg"
"2242","NN0109.1","C-15",0.0168,"kg"
"2243","NN0109.1","C-30",0.0168,"kg"
"2244","NN0109.1","C-45",0.0168,"kg"
"2245","NN0109.2","P-25",0.0191,"kg"
"2246","NN0109.2","P-30",0.0191,"kg"
"2247","NN0109.2","P-35",0.0191,"kg"
"2248","NN0109.2","P-40",0.0191,"kg"
"2249","NN0110.1","FM",0.0155,"kg"
"2250","NN0110.1","S80",0.015,"kg"
"2251","NN0110.1","W20",0.0154,"kg"
"2252","NN0110.1","W40",0.0154,"kg"
"2253","NN0110.1","W60",0.0156,"kg"
"2254","NN0110.1","W80",0.0153,"kg"
"2255","NN0110.2","Diet 1",0.0058,"kg"
"2256","NN0110.2","Diet 2",0.0056,"kg"
"2257","NN0110.2","Diet 3",0.0058,"kg"
"2258","NN0110.2","Diet 4",0.0056,"kg"
"2259","NN0110.2","Diet 5",0.0057,"kg"
"2260","NN0112","RQ 20",0.0103,"kg"
"2261","NN0112","RQ 40",0.0105,"kg"
"2262","NN0112","RQ 60",0.0103,"kg"
"2263","NN0112","SB 60",0.0104,"kg"
"2264","NN0113","T1",0.0494,"kg"
"2265","NN0113","T2",0.0503,"kg"
"2266","NN0113","T3",0.05,"kg"
"2267","NN0114","CTR",0.00202666666666667,"kg"
"2268","NN0114","RSF15",0.00202466666666667,"kg"
"2269","NN0114","RSF30",0.002006,"kg"
"2270","NN0114","RSF45",0.002018,"kg"
"2271","NN0114","RSM15",0.00200933333333333,"kg"
"2272","NN0114","RSM30",0.002022,"kg"
"2273","NN0114","RSM45",0.002022,"kg"
"2274","NN0115","FM",0.0131,"kg"
"2275","NN0115","SF25",0.0131,"kg"
"2276","NN0115","SF50",0.0131,"kg"
"2277","NN0115","SF75",0.0131,"kg"
"2278","NN0115","SF75 + M",0.0131,"kg"
"2279","NN0117","CON 0 POM",0.00074,"kg"
"2280","NN0117","POM 30%",0.00074,"kg"
"2281","NN0117","POM 60%",0.00074,"kg"
"2282","NN0117","POM 90%",0.00075,"kg"
"2283","NN0119.1","1",1.68583,"kg"
"2284","NN0119.1","2",1.75517,"kg"
"2285","NN0119.1","3",1.63967,"kg"
"2286","NN0119.1","4",1.6685,"kg"
"2287","NN0135","30% CASSAVA-S",22.94,"kg"
"2288","NN0135","30% CASSAVA-U",22.78,"kg"
"2289","NN0135","CON 30% MAIZE-BASED",22.5,"kg"
"2290","NN0137.1","DGCM 0.05",0.0818,"kg"
"2291","NN0137.1","DGSM 0",0.079,"kg"
"2292","NN0137.1","DGSM 0.1",0.0796,"kg"
"2293","NN0137.1","DGSM 0.15",0.0782,"kg"
"2294","NN0137.1","DGSM 0.2",0.078,"kg"
"2295","NN0137.2","DGSM 0",0.048,"kg"
"2296","NN0137.2","DGSM 2",0.049,"kg"
"2297","NN0137.2","DGSM 4",0.048,"kg"
"2298","NN0137.2","DGSM 6",0.048,"kg"
"2299","NN0137.3","Control",0.049,"kg"
"2300","NN0137.3","DGSM 1.5 Finisher",0.048,"kg"
"2301","NN0137.4","DGSM 0",0.17,"kg"
"2302","NN0137.4","DGSM 2",0.172,"kg"
"2303","NN0137.4","DGSM 4",0.171,"kg"
"2304","NN0137.4","DGSM 6",0.17,"kg"
"2305","NN0154","Lupins Supplimentation...Zero Supplimentation",48.015,"kg"
"2306","NN0155","CON 0% T 100% MAIZE",23.4,"kg"
"2307","NN0155","DIET 2 67% MAIZE 33% T",23.4,"kg"
"2308","NN0155","DIET 3 33% MAIZE 67% T",23.4,"kg"
"2309","NN0156","Meal",27.8,"kg"
"2310","NN0156","Whole-grain",27.8,"kg"
"2311","NN0179","Diet 1",24.4,"kg"
"2312","NN0179","Diet 2",24.5,"kg"
"2313","NN0179","Diet 3",24.6,"kg"
"2314","NN0179","Diet 4",23.3,"kg"
"2315","NN0179","Diet 5",23.4,"kg"
"2316","NN0180.1","PW 0",24.7,"kg"
"2317","NN0180.1","PW 100",24.3,"kg"
"2318","NN0180.1","PW 25",25.2,"kg"
"2319","NN0180.1","PW 50",25.3,"kg"
"2320","NN0180.1","PW 75",26.1,"kg"
"2321","NN0180.2","Control",24.7,"kg"
"2322","NN0180.2","DB",24.6,"kg"
"2323","NN0180.2","DB + PHS",24.1,"kg"
"2324","NN0189","150g Dual purpose",19.32,"kg"
"2325","NN0189","150g Forage type",19.93,"kg"
"2326","NN0189","300g CC",19.93,"kg"
"2327","NN0189","300g Dual purpose",19.43,"kg"
"2328","NN0189","300g Forage type",19.61,"kg"
"2329","NN0189","No supplement",19.28,"kg"
"2330","NN0191.2","1000g Goat",14.1,"kg"
"2331","NN0191.2","1000g Sheep",15.1,"kg"
"2332","NN0191.2","500g Goat",14.1,"kg"
"2333","NN0191.2","500g Sheep",15.1,"kg"
"2334","NN0191.2","Control Goat",14.1,"kg"
"2335","NN0191.2","Control Sheep",15.1,"kg"
"2336","NN0196","A. angustissima 15132",15.6,"kg"
"2337","NN0196","L. pallida 14203",15.9,"kg"
"2338","NN0196","S. sesban 1198",15.6,"kg"
"2339","NN0196","S. sesban 15019",15.6,"kg"
"2340","NN0196","SS 1198 + AA 15132",15.7,"kg"
"2341","NN0196","SS 1198 + LP 14203",15.8,"kg"
"2342","NN0196","SS 15019 + AA 15132",15.6,"kg"
"2343","NN0196","SS 15019 + LP 14203",15.5,"kg"
"2344","NN0196","Wheat bran (control)",15.6,"kg"
"2345","NN0197","LAB (10.5g DM/kg LW)",14.72,"kg"
"2346","NN0197","LP1 (8.3g DM/kg LW)",14.75,"kg"
"2347","NN0197","LP2 (11g DM/kg LW)",14.68,"kg"
"2348","NN0197","LP3 (13.3g DM/kg LW)",14.73,"kg"
"2349","NN0197","SS1 (8.2g DM/kg LW)",14.81,"kg"
"2350","NN0197","SS2 (10.9g DM/kg LW)",14.8,"kg"
"2351","NN0197","SS3 (13.3g DM/kg LW)",14.91,"kg"
"2352","NN0200","1RB:2NSM",19.4,"kg"
"2353","NN0200","2RB:1NSM",19.2,"kg"
"2354","NN0200","Control",19.3,"kg"
"2355","NN0200","NSM",19,"kg"
"2356","NN0200","RB",19.4,"kg"
"2357","NN0201","Lablab, maize",24.9,"kg"
"2358","NN0201","Lablab, no maize",24.7,"kg"
"2359","NN0201","Sesbania, maize",24.6,"kg"
"2360","NN0201","Sesbania, no maize",24.8,"kg"
"2361","NN0202","CON",17.84,"kg"
"2362","NN0202","CSC",17.86,"kg"
"2363","NN0202","LEU",17.84,"kg"
"2364","NN0202","SESE",17.75,"kg"
"2365","NN0202","SESM",17.84,"kg"
"2366","NN0202","SESME",17.86,"kg"
"2367","NN0203","CON ATELLA",19.8,"kg"
"2368","NN0203","T2 ATELLA+PL",20.3,"kg"
"2369","NN0203","T3 ATELLA+CP",19.3,"kg"
"2370","NN0203","T4 ATELLA+CP+PL",19.8,"kg"
"2371","NN0204","Treated high",17.3,"kg"
"2372","NN0204","Treated low",17.3,"kg"
"2373","NN0204","Treated med",17.3,"kg"
"2374","NN0204","Untreated high",17.3,"kg"
"2375","NN0204","Untreated low",17.3,"kg"
"2376","NN0204","Untreated med",17.3,"kg"
"2377","NN0205","T1",17.38,"kg"
"2378","NN0205","T2",17.42,"kg"
"2379","NN0205","T3",17.46,"kg"
"2380","NN0205","T4",17.44,"kg"
"2381","NN0205","T5",17.44,"kg"
"2382","NN0205","T6",17.4,"kg"
"2383","NN0207.1","25g Chopped Sorghum Stover",16.8,"kg"
"2384","NN0207.1","25g Unchopped Sorghum Stover",17.2666666666667,"kg"
"2385","NN0207.1","50g Chopped Sorghum Stover",17.0666666666667,"kg"
"2386","NN0207.1","50g Unchopped Sorghum Stover",17,"kg"
"2387","NN0207.2","25g Chopped Sorghum Stover",200.1,"kg"
"2388","NN0207.2","25g Unchopped Sorghum Stover",204,"kg"
"2389","NN0207.2","50g Chopped Sorghum Stover",202.9,"kg"
"2390","NN0207.2","50g Unchopped Sorghum Stover",204.1,"kg"
"2391","NN0211","CON T1",16,"kg"
"2392","NN0211","T2 LOW",16.6,"kg"
"2393","NN0211","T3 MEDIUM",17.3,"kg"
"2394","NN0211","T4 HIGH",17.2,"kg"
"2395","NN0212","1LSC:2WB",15.6,"kg"
"2396","NN0212","2LSC:1WB",15.5,"kg"
"2397","NN0212","Control",15.5,"kg"
"2398","NN0212","LSC",15.5,"kg"
"2399","NN0212","WB",15.6,"kg"
"2400","NN0214","Acacia albida Treatment",21,"kg"
"2401","NN0214","Acacia nilotica Treatment",21,"kg"
"2402","NN0214","Acacia sieberiana Treatment",21,"kg"
"2403","NN0214","Acacia tortilis Treatment",21,"kg"
"2404","NN0214","Noug Meal Treatment",21,"kg"
"2405","NN0217","C0",20,"kg"
"2406","NN0217","C20",20,"kg"
"2407","NN0217","C40",19.8,"kg"
"2408","NN0217","C60",19.5,"kg"
"2409","NN0217","C80",19,"kg"
"2410","NN0223","Goats diet",20.3666666666667,"kg"
"2411","NN0223","Sheeps diet",15.8333333333333,"kg"
"2412","NN0224","Maize I Hay 0",18,"kg"
"2413","NN0224","Maize I Hay 150",18,"kg"
"2414","NN0224","Maize I Hay 300",18,"kg"
"2415","NN0224","Maize I Hay 450",18,"kg"
"2416","NN0224","Maize II Hay 0",18,"kg"
"2417","NN0224","Maize II Hay 150",18,"kg"
"2418","NN0224","Maize II Hay 300",18,"kg"
"2419","NN0224","Maize II Hay 450",18,"kg"
"2420","NN0224","Maize III Hay 0",18,"kg"
"2421","NN0224","Maize III Hay 150",18,"kg"
"2422","NN0224","Maize III Hay 300",18,"kg"
"2423","NN0224","Maize III Hay 450",18,"kg"
"2424","NN0227","T1 Teff Straw",155,"kg"
"2425","NN0227","T2 TS + WM",155,"kg"
"2426","NN0227","T3 OV hay,  WT + CH, TS +CH",155,"kg"
"2427","NN0227","T4 OV hay,  ML + CH, TS + CH",155,"kg"
"2428","NN0229","Control Farm",18.9,"kg"
"2429","NN0229","Control Station",18.1,"kg"
"2430","NN0229","Dry Khat Farm",19.2,"kg"
"2431","NN0229","Dry Khat Station",18.4,"kg"
"2432","NN0229","Fresh Khat Farm",18.3,"kg"
"2433","NN0229","Fresh Khat Station",18.3,"kg"
"2434","NN0229","Silage Khat Farm",18.9,"kg"
"2435","NN0229","Silage Khat Station",18.5,"kg"
"2436","NN0233","Diet 1",20.6,"kg"
"2437","NN0233","Diet 2",20.8,"kg"
"2438","NN0233","Diet 3",20.7,"kg"
"2439","NN0233","Diet 4",19.8,"kg"
"2440","NN0233","Diet 5",20.6,"kg"
"2441","NN0233","Diet 6",20.2,"kg"
"2442","NN0233","Diet 7",19.9,"kg"
"2443","NN0234","T 1 CON",20.9,"kg"
"2444","NN0234","T 2 74 LUPIN",21,"kg"
"2445","NN0234","T 3 147 LUPIN",20.9,"kg"
"2446","NN0234","T 4 219 LUPIN",21.1,"kg"
"2447","NN0234","T 5 LUPIN ONLY",21,"kg"
"2448","NN0236","T1",15.1,"kg"
"2449","NN0236","T2",15.6,"kg"
"2450","NN0236","T3",16,"kg"
"2451","NN0236","T4",16,"kg"
"2452","NN0236","T5",16.2,"kg"
"2453","NN0242","cattle manure",0.01823,"kg"
"2454","NN0242","chicken manure",0.01838,"kg"
"2455","NN0242","no manure",0.01814,"kg"
"2456","NN0242","pig manure",0.01831,"kg"
"2457","NN0244.2","Bundle 1 Chopped Grass (CG)",0.0076,"kg"
"2458","NN0244.2","Bundle 1 Ground Grass (GG)",0.00825,"kg"
"2459","NN0244.2","Bundle 1 Whole Grass (WG)",0.0082,"kg"
"2460","NN0244.2","Bundle 2 WG + Maize  Bran (MB)",0.0087,"kg"
"2461","NN0244.2","Bundle 2 Whole Grass (WG)",0.0082,"kg"
"2462","NN0244.2","Bundle 3  CG + MB",0.007885,"kg"
"2463","NN0244.2","Bundle 3 Chopped Grass (CG)",0.0076,"kg"
"2464","NN0253","Control",138,"kg"
"2465","NN0253","UMB",138,"kg"
"2466","NN0255","T2 Napier (6 wecks) + 1.5 kg lucerne",317.5,"kg"
"2467","NN0255","T3 Napier (12 weeks) + 0 kg lucerne",317.5,"kg"
"2468","NN0255","T4 Napier(12 weeks) + 1.5 kg lucerne",317.5,"kg"
"2469","NN0255","T5 Napier (12 weeks) +2.5 kg lucerne",317.5,"kg"
"2470","NN0255","T6 Napier (12 wecks) +3.5 kg lucerne",317.5,"kg"
"2471","NN0255","TI Napier (6 weeks) +0 kg lucerne",317.5,"kg"
"2472","NN0272.1","Control",15.4,"kg"
"2473","NN0272.1","SEP + SPV",16,"kg"
"2474","NN0272.1","SPVD",15.6,"kg"
"2475","NN0272.1.2","Control",15.4,"kg"
"2476","NN0272.1.2","SEP + SPV",16,"kg"
"2477","NN0272.1.2","SPVD",15.6,"kg"
"2478","NN0272.2","CON",13.6,"kg"
"2479","NN0272.2","T2 MIXED",14.2,"kg"
"2480","NN0272.2","T3 SPV",15.3,"kg"
"2481","NN0272.2","T4 SOLANUM",12.9,"kg"
"2482","NN0276.2","Banana peels T3",14.7,"kg"
"2483","NN0276.2","Cottonseed cake T4",14.7,"kg"
"2484","NN0276.2","Elephant grass T5",14.7,"kg"
"2485","NN0276.2","Leucana leaves T2",14.7,"kg"
"2486","NN0276.2","Maize bran T2",14.7,"kg"
"2487","NN0279","12g Gliricidia",43,"kg"
"2488","NN0279","4g Gliricidia",43,"kg"
"2489","NN0279","8g Gliricidia",43,"kg"
"2490","NN0279","Og Gliricidia",43,"kg"
"2491","NN0280.1","ML 1",445,"kg"
"2492","NN0280.1","ML 2",445,"kg"
"2493","NN0280.1","ML 3",445,"kg"
"2494","NN0280.1","ML 4",445,"kg"
"2495","NN0280.1","OV 1",445,"kg"
"2496","NN0280.1","OV 2",445,"kg"
"2497","NN0280.1","OV 3",445,"kg"
"2498","NN0280.1","OV 4",445,"kg"
"2499","NN0280.2","ML stover + lablab hay",434,"kg"
"2500","NN0280.2","ML stover + lablab hay 1.25",451,"kg"
"2501","NN0280.2","ML stover + lablab hay 2.5",463,"kg"
"2502","NN0280.2","ML stover + lablab hay 3.75",463,"kg"
"2503","NN0280.2","OV hay + lablab hay",445,"kg"
"2504","NN0280.2","OV hay + lablab hay 1.25",446,"kg"
"2505","NN0280.2","OV hay + lablab hay 2.5",441,"kg"
"2506","NN0280.2","OV hay + lablab hay 3.75",456,"kg"
"2507","NN0282","Maize bran T1",8.8,"kg"
"2508","NN0282","Wheat bran T2",8.5,"kg"
"2509","NN0282","Whole maize T3",8.6,"kg"
"2510","NN0315","C2",300,"kg"
"2511","NN0315","GC2",300,"kg"
"2512","NN0315","L2",300,"kg"
"2513","NN0315","M2",300,"kg"
"2514","NN0315","PL2",300,"kg"
"2515","NN0316","HC Diet",25.7,"kg"
"2516","NN0316","HCN diet",24.6,"kg"
"2517","NN0316","LC Diet",23.7,"kg"
"2518","NN0316","LCN Diet",24.2,"kg"
"2519","NN0318","Control",21,"kg"
"2520","NN0318","High Glycerol",21,"kg"
"2521","NN0318","Low Glycerol",21,"kg"
"2522","NN0321","0% BSOC",0.046,"kg"
"2523","NN0321","10% BSOC",0.04928,"kg"
"2524","NN0321","15% BSOC",0.04804,"kg"
"2525","NN0321","5% BSOC",0.04792,"kg"
"2526","NN0322","CON MAIZE",0.15354,"kg"
"2527","NN0322","CRM AND PKC (1:1)",0.15512,"kg"
"2528","NN0322","FCP MIX 100",0.157,"kg"
"2529","NN0322","FCP MIX 25",0.15703,"kg"
"2530","NN0322","FCP MIX 50",0.15172,"kg"
"2531","NN0322","FCP MIX 75",0.15454,"kg"
"2532","NN0325","0.5 Pumpkin Leaf",0.00512,"kg"
"2533","NN0325","1 Pumpkin Leaf",0.00521,"kg"
"2534","NN0325","1.5 Pumpkin Leaf",0.00527,"kg"
"2535","NN0325","2 Pumpkin Leaf",0.00513,"kg"
"2536","NN0325","Control",0.00511,"kg"
"2537","NN0326","D1",0.00684,"kg"
"2538","NN0326","D2",0.00684,"kg"
"2539","NN0326","D3",0.00685,"kg"
"2540","NN0326","D4",0.00685,"kg"
"2541","NN0326","D5",0.00686,"kg"
"2542","NN0329","Control diet",19.9,"kg"
"2543","NN0329","Diet 1 Barley Bran",20,"kg"
"2544","NN0329","Diet 2 (2BB:1LSM)",19.4,"kg"
"2545","NN0329","Diet 3 (1BB:2LSM)",19.7,"kg"
"2546","NN0329","Diet 4 (Linseed Meal)",19.6,"kg"
"2547","NN0331","T1 A",0.000705,"kg"
"2548","NN0331","T2 B",0.000705,"kg"
"2549","NN0331","T3 C",0.000705,"kg"
"2550","NN0331","T4 D",0.0007025,"kg"
"2551","NN0331","T5 E",0.000705,"kg"
"2552","NN0339.1","NC Con",0.1257,"kg"
"2553","NN0339.1","NC+Silage oil",0.1257,"kg"
"2554","NN0339.2","Commercial High Constant",0.000128,"kg"
"2555","NN0339.2","Commercial High Phase",0.000125,"kg"
"2556","NN0339.2","Commercial Low Constant",0.000123,"kg"
"2557","NN0339.2","Control",0.000125,"kg"
"2558","NN0339.2","Trout Silage High Constant",0.000126,"kg"
"2559","NN0339.2","Trout Silage High Phase",0.000124,"kg"
"2560","NN0339.2","Trout Silage Low Constant",0.000123,"kg"
"2561","NN0342","C",0.0425,"kg"
"2562","NN0342","SO",0.0425,"kg"
"2563","NN0345","T1 Pasture Hay",20.5,"kg"
"2564","NN0345","T2 AG",20.5,"kg"
"2565","NN0345","T3 PEG",20.5,"kg"
"2566","NN0357","Control diet",24.4,"kg"
"2567","NN0357","Diet 1",25.1,"kg"
"2568","NN0357","Diet 2",25.5,"kg"
"2569","NN0357","Diet 3",25,"kg"
"2570","NN0358","JSM CON",0.0046,"kg"
"2571","NN0358","LFJSM 25",0.00462,"kg"
"2572","NN0358","LFJSM 50",0.00462,"kg"
"2573","NN0358","LFJSM 75",0.0046,"kg"
"2574","NN0358","PFJSM 25",0.00465,"kg"
"2575","NN0358","PFJSM 50",0.00463,"kg"
"2576","NN0358","PFJSM 75",0.00463,"kg"
"2577","NN0359","CWC 10",0.0012,"kg"
"2578","NN0359","CWC 20",0.0012,"kg"
"2579","NN0359","CWC 30",0.0012,"kg"
"2580","NN0359","CWC 40",0.0012,"kg"
"2581","NN0359","Control",0.0012,"kg"
"2582","NN0365","C-group",44.78,"kg"
"2583","NN0365","F-group",44.21,"kg"
"2584","NN0365","M-group",45.5,"kg"
"2585","NN0367","Diet1 Con",0.00255,"kg"
"2586","NN0367","Diet2CUR50",0.00255,"kg"
"2587","NN0367","Diet3CUR100",0.00255,"kg"
"2588","NN0367","Diet4CUR150",0.00255,"kg"
"2589","NN0367","Diet5CUR200",0.00254,"kg"
"2590","NN0368","Control",36.4,"kg"
"2591","NN0368","ME10",36.1,"kg"
"2592","NN0368","ME20",36.7,"kg"
"2593","NN0368","ME40",36.6,"kg"
"2594","NN0369","D-0",0.00349,"kg"
"2595","NN0369","D-100",0.00349,"kg"
"2596","NN0369","D-25",0.00349,"kg"
"2597","NN0369","D-50",0.00349,"kg"
"2598","NN0369","D-75",0.00349,"kg"
"2599","NN0372","Acacia S.",16.9,"kg"
"2600","NN0372","Hay Con",16.1,"kg"
"2601","NN0372","N.tree:Acacia S.",15.7,"kg"
"2602","NN0372","Neem tree",16.1,"kg"
"2603","NN0374","High 450...Low 150...Med 300",17.35,"kg"
"2604","NN0375","T1 Feed Addition",15.3,"kg"
"2605","NN0375","T2 Feed Addition",15.6,"kg"
"2606","NN0375","T2 Feed Substitution",15.6,"kg"
"2607","NN0375","T3 Feed Addition",15.4,"kg"
"2608","NN0375","T3 Feed Substitution",15.4,"kg"
"2609","NN0375","T4 Feed Addition",15,"kg"
"2610","NN0375","T4 Feed Substitution",15,"kg"
"2611","NN0375","T5 Feed Addition",15.3,"kg"
"2612","NN0375","T5 Feed Substitution",15.3,"kg"
"2613","NN0377","T1 H Con Bundle2",17.6,"kg"
"2614","NN0377","T1 H NC Bundle1",17.5,"kg"
"2615","NN0377","T2 H NC Bundle1",17.3,"kg"
"2616","NN0377","T2 H NC Bundle2",17.4,"kg"
"2617","NN0377","T3 H NC Bundle1",17.4,"kg"
"2618","NN0377","T4 H NC Con Bundle1",17.4,"kg"
"2619","NN0380","D2",0.0591,"kg"
"2620","NN0380","D3",0.075,"kg"
"2621","NN0380","D4",0.0701,"kg"
"2622","NN0380","D5",0.0739,"kg"
"2623","NN0383","0 percent",0.0248,"kg"
"2624","NN0383","1 percent",0.0247,"kg"
"2625","NN0383","2 percent",0.0256,"kg"
"2626","NN0383","3 percent",0.0237,"kg"
"2627","NN0384","1% inclusion",0.0246,"kg"
"2628","NN0384","2% inclusion",0.0253,"kg"
"2629","NN0384","5% inclusion",0.0243,"kg"
"2630","NN0384","8% inclusion",0.0247,"kg"
"2631","NN0384","Control",0.0251,"kg"
"2632","NN0394","AA",8.05,"kg"
"2633","NN0394","AS",8,"kg"
"2634","NN0394","DO",8,"kg"
"2635","NN0394","PE",8.1,"kg"
"2636","NN0394","PT",8.05,"kg"
"2637","NN0394","TST",8,"kg"
"2638","NN0396","0% Sorghum",0.286495,"kg"
"2639","NN0396","100% Sorghum",0.288775,"kg"
"2640","NN0396","25% Sorghum",0.28678,"kg"
"2641","NN0396","50% Sorghum",0.31091,"kg"
"2642","NN0396","75% Sorghum",0.306435,"kg"
"2643","NN0399","Brachiaria grass",215,"kg"
"2644","NN0399","Napier grass",190,"kg"
"2645","NN0400","100% BSG",39.4,"kg"
"2646","NN0400","25% BSG",38,"kg"
"2647","NN0400","50% BSG",41.2,"kg"
"2648","NN0400","75% BSG",40.8,"kg"
"2649","NN0400","Control Diet",40.4,"kg"
